SRR7457551,SRR7457552,SRR7457553,SRR7457554,SRR7457555,SRR7457556,SRR7457557,SRR7457558,SRR7457559
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
114,132,135,194,83,89,63,257,74
202,145,148,109,159,190,129,108,170
45,48,84,58,60,58,36,24,50
728,625,778,386,587,905,284,197,308
3,4,11,7,5,10,1,3,2
0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1489,1164,869,1131,1423,1219,1188,985,1426
579,494,350,218,290,354,373,306,501
124,133,68,81,82,81,94,63,102
1,0,2,11,6,6,3,1,3
163,110,136,109,155,153,146,97,141
1065,944,832,768,1081,1071,774,631,943
671,588,463,512,624,567,525,437,692
1,2,0,0,1,1,0,0,0
3,4,6,2,6,3,0,4,7
800,729,748,609,802,867,522,383,591
307,262,133,128,189,139,136,138,167
16,6,16,14,19,7,6,18,11
3258,2963,2097,1619,2491,2488,2001,1588,2369
1,4,2,2,2,3,2,0,1
5424,4846,2444,2204,2909,3164,2853,2458,3419
165,166,54,48,65,74,87,75,95
499,408,216,163,241,276,233,196,299
2,1,9,17,6,1,23,13,18
0,0,0,0,0,0,0,0,0
3,4,2,3,9,5,5,11,5
0,0,0,0,0,0,0,0,0
0,0,0,1,2,1,0,0,0
0,0,0,0,1,1,0,0,0
27,24,15,14,26,32,29,16,24
0,0,0,0,0,0,0,2,0
3,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0
274,213,128,127,152,151,128,119,176
6,1,1,4,5,4,2,3,1
0,0,0,0,0,1,0,0,0
639,521,579,432,680,654,372,319,527
17,24,12,10,26,12,6,8,15
154,160,62,71,114,101,79,65,107
10,7,6,6,6,3,6,2,5
623,523,337,310,394,443,318,246,348
1207,1194,875,774,1051,959,719,549,747
30,19,13,21,13,15,17,13,19
2,5,5,18,8,10,7,2,4
112,122,102,58,70,84,87,62,82
714,653,64,58,63,52,76,43,95
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
8,4,8,12,17,24,4,2,14
817,781,567,495,684,657,515,371,574
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,1,0
122,119,79,26,60,90,74,34,68
606,532,477,412,596,534,437,315,411
55,45,79,57,121,97,132,101,116
0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0
0,1,1,2,0,0,0,0,0
0,1,0,0,1,0,0,0,0
1597,1562,1584,1286,2853,3043,1404,1030,1638
51,51,55,37,86,87,45,21,60
12,9,19,10,19,19,23,13,15
20,22,19,7,14,26,15,14,22
355,340,694,312,459,862,160,134,159
114,104,206,101,143,296,55,40,55
502,440,316,266,374,353,299,208,339
390,347,140,159,216,207,196,164,210
470,381,221,201,255,193,198,159,247
377,282,325,213,360,361,285,191,324
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1,2,0,0,0
946,776,681,517,808,807,488,444,686
3,1,1,0,3,2,0,0,1
0,0,0,0,0,0,0,1,0
0,0,3,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
770,664,455,412,466,569,374,251,409
0,4,1,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0
1244,1121,907,761,1041,1017,692,579,791
42,52,38,32,40,35,23,26,39
10,7,18,12,5,22,8,11,11
0,0,0,0,0,0,0,0,0
7166,7218,4348,3485,4693,5231,3976,2815,4861
2376,2647,1976,1294,1728,2370,1289,941,1631
70,60,131,45,72,87,53,28,68
378,344,333,226,362,434,221,155,283
849,811,636,511,570,757,533,428,637
0,0,0,0,0,0,0,0,0
15976,14220,9810,8408,12506,11910,7938,6956,9647
4,3,4,5,2,2,2,3,2
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
434,445,229,171,193,256,289,191,265
432,383,441,412,536,446,436,355,487
1057,1067,358,261,341,428,352,249,404
0,0,2,0,2,2,0,0,0
1,0,1,0,5,1,0,0,0
0,0,0,0,0,0,0,0,0
0,1,6,4,8,8,4,14,8
0,1,0,0,4,2,0,0,0
1211,1174,337,460,440,473,412,359,485
0,0,0,0,0,0,0,0,0
587,567,344,269,345,405,257,209,326
262,218,146,136,185,151,179,125,193
1,0,0,0,0,0,0,0,0
391,391,425,277,392,445,271,213,276
105,115,52,48,54,37,52,30,49
262,221,145,116,189,209,167,174,210
2,1,3,3,3,3,6,3,1
0,0,0,0,2,1,2,0,2
118,103,111,94,126,130,99,90,103
0,0,0,0,0,0,0,0,0
1169,1083,798,768,976,1095,669,564,838
82,106,54,35,112,53,28,24,30
12,11,34,13,17,20,27,30,36
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
185,155,66,101,158,86,91,72,127
4,5,4,0,7,5,7,5,2
540,538,263,207,232,287,191,149,230
21,16,7,1,2,6,5,6,3
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
101,39,111,80,68,83,117,94,179
1,0,0,0,0,0,0,1,3
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
22,15,34,21,40,29,18,8,16
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
22,14,16,19,38,26,11,11,20
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,3,10,1,5,3,1,0,2
251,247,255,181,196,247,184,140,230
0,1,1,0,0,0,0,1,0
23,26,11,17,11,6,18,23,21
469,416,68,76,57,74,83,51,87
719,688,346,272,402,391,299,258,425
3,2,5,2,14,8,2,1,3
0,0,0,0,0,0,0,1,1
188,179,96,84,120,156,91,57,126
0,0,0,0,0,0,0,0,0
221,215,143,120,165,166,74,85,136
198,222,144,114,188,186,123,90,130
168,185,125,100,122,148,77,50,94
435,459,256,195,259,270,204,169,261
1,0,0,0,0,0,0,0,0
210,181,89,98,121,100,117,128,125
35,26,34,20,43,29,24,27,31
1670,1359,1347,1473,2110,1833,1462,1184,1889
1,0,4,1,5,0,0,0,2
235,214,199,144,181,221,184,168,281
1459,1411,1029,852,1329,1315,1083,823,1317
20,33,27,30,33,41,18,20,19
5,4,4,4,9,3,1,2,5
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
877,817,556,460,640,683,439,404,547
565,467,165,161,210,202,198,174,254
645,531,562,515,652,701,390,361,518
0,1,0,0,0,0,0,0,0
2,1,4,9,5,0,2,6,5
11,8,22,62,135,59,68,81,92
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0
16,9,22,22,25,23,14,7,12
0,0,0,0,0,0,0,0,0
2,5,2,1,5,4,5,1,5
2862,2807,2166,1740,2545,2741,1673,1322,1882
689,702,553,552,836,693,525,404,594
9,8,21,13,28,39,5,10,8
1259,1084,938,875,898,1066,934,852,1229
7,3,4,5,5,9,5,5,7
1685,1409,1948,1436,2304,2192,1231,1042,1487
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
13,21,24,12,27,16,27,11,10
0,0,0,0,1,0,0,0,0
22,14,8,18,20,16,32,11,26
1581,1334,747,1118,1467,961,1115,907,1333
274,303,125,124,172,187,110,104,133
599,520,542,409,515,671,444,365,540
139,121,81,64,116,110,70,57,72
304,247,179,154,250,240,211,163,191
227,149,140,111,127,141,89,90,131
39,37,83,49,87,98,22,27,38
781,683,440,343,429,509,409,272,434
0,0,0,0,0,0,0,0,0
938,803,491,328,639,596,460,432,563
269,223,147,116,130,162,171,110,187
676,559,474,410,621,540,445,361,511
1277,1102,1000,1030,1198,1151,1166,968,1252
18,18,9,6,18,9,11,3,12
122,126,78,93,101,104,87,86,106
125,155,79,84,100,93,107,79,104
0,0,0,0,0,0,0,0,0
1933,1952,1621,1408,1986,2198,2014,1572,2405
1030,887,607,536,768,790,573,453,685
912,806,771,621,958,1007,584,441,610
9,4,3,10,15,5,5,6,9
103,67,55,51,56,71,47,30,52
1338,1085,1171,1624,2453,1650,1498,1221,1815
145,124,131,208,297,177,192,169,185
0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
536,452,347,274,499,410,379,268,421
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0
0,0,0,0,2,2,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0
18,5,14,9,19,9,17,14,22
5,1,3,0,1,2,2,0,1
336,265,288,216,255,288,185,155,239
535,497,517,338,458,576,349,265,332
0,0,10,11,11,13,0,1,1
0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
690,511,229,365,392,315,433,367,506
54,48,18,31,34,24,34,36,67
0,0,0,0,0,0,0,0,0
2,0,0,1,0,4,0,2,0
1482,1368,824,823,1113,998,847,756,1039
411,352,232,173,275,270,203,193,255
6614,6008,3045,2427,2762,3532,2800,2217,3000
255,268,146,103,146,182,115,121,162
1,1,0,4,0,0,0,1,0
134,108,139,156,277,232,165,153,146
354,285,316,231,344,323,277,222,284
0,0,0,0,0,1,0,0,0
1020,831,721,709,920,850,801,707,885
2386,1964,2301,2166,3042,2744,2253,1901,2504
4,0,0,1,4,3,2,0,0
4,1,1,0,6,2,0,3,0
0,0,0,0,0,0,0,0,0
1,2,5,2,1,2,1,2,1
627,546,440,403,637,554,327,300,470
0,0,0,0,0,0,0,0,0
386,398,222,193,218,294,209,166,254
1304,1292,374,421,456,472,488,366,529
16,11,20,14,22,18,10,10,14
326,285,386,399,523,436,274,270,319
0,0,0,0,0,0,0,0,0
6,0,7,1,5,4,2,1,0
0,0,0,0,0,0,0,0,0
1134,817,967,686,1294,1209,570,501,829
0,0,3,0,0,2,0,1,0
0,0,0,0,0,0,0,0,0
555,536,493,457,783,654,404,310,486
0,0,1,1,0,0,1,1,0
1,3,9,7,10,4,15,7,6
0,0,0,0,0,0,0,0,0
11,15,38,14,16,30,11,17,13
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
896,680,669,549,945,847,689,574,702
0,0,0,0,0,0,0,0,1
596,845,373,342,358,376,131,105,125
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
48,43,59,67,61,73,43,41,51
177,142,8,14,11,8,13,17,34
728,689,598,484,746,623,428,364,547
874,785,757,618,796,915,717,565,741
997,911,656,579,720,688,823,620,780
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
9808,10097,11078,6977,11039,13482,6780,5208,7034
6,1,11,7,15,12,2,1,2
355,243,50,101,93,69,84,70,162
14,18,2,2,3,4,10,9,13
0,0,2,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0
1,1,0,1,0,0,1,3,6
995,879,625,574,681,699,594,521,679
5384,4743,3539,3133,4676,4652,3862,3239,4231
395,371,222,231,292,269,248,201,278
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
61,54,54,31,52,60,28,34,48
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0
12,14,26,23,32,7,5,9,33
1085,814,970,923,1218,1212,945,915,1110
23,33,21,19,22,24,10,7,9
229,175,99,116,119,97,152,104,148
0,0,0,1,0,0,0,2,0
0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
11,9,0,3,1,3,1,7,3
631,590,262,281,341,323,369,251,325
13,12,2,1,0,2,6,3,3
3,1,4,2,3,5,0,1,2
235,235,67,81,117,92,88,72,114
294,262,166,123,143,199,146,126,160
1621,1578,1080,740,1180,1189,749,657,913
0,0,0,0,0,0,0,0,0
1819,1450,1213,878,1398,1682,982,838,1167
316,255,36,56,66,67,82,51,84
370,342,105,102,133,120,164,119,203
381,355,108,134,181,160,143,115,168
16,16,7,6,9,11,6,9,13
930,731,631,596,513,701,709,552,843
0,0,4,2,2,0,0,0,0
0,0,3,2,1,3,2,4,0
993,888,605,509,660,799,577,516,639
401,381,275,188,239,283,185,129,180
140,154,61,101,129,65,119,105,122
28,16,19,15,18,15,36,40,35
236,208,89,91,133,110,132,124,165
0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0
202,165,249,206,245,280,133,115,139
41,39,18,12,6,30,12,6,12
0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
345,331,235,215,312,304,200,208,210
542,466,65,53,51,48,102,69,109
0,0,0,0,0,0,0,0,0
2262,2363,1405,1241,1524,1528,1265,1014,1425
6,4,4,3,5,4,3,0,5
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,15,36,0,0,0,56,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
6,2,0,1,0,0,2,2,1
16,12,37,32,62,37,28,33,32
0,0,0,0,0,0,0,0,0
129,90,45,51,72,48,56,51,46
231,171,120,164,232,190,180,145,196
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0
252,238,161,118,186,175,159,118,158
4,11,1,2,0,2,4,2,3
1236,1268,175,207,281,264,304,212,309
602,628,518,580,652,590,548,452,583
11,7,14,3,10,10,10,6,14
0,0,0,0,0,0,0,0,0
0,2,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
128,87,150,150,164,153,140,125,162
684,730,262,195,246,269,240,163,224
861,810,844,491,755,990,527,396,620
259,228,161,185,214,153,154,148,201
78,81,30,56,55,29,52,25,56
0,0,0,0,0,0,0,0,2
127,95,65,40,81,87,67,64,83
10,18,20,8,22,21,6,3,10
72,61,77,51,84,105,54,50,66
0,0,0,0,0,0,0,0,0
0,2,3,5,0,0,1,6,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2,2,20,28,1,0,6,37,1
1354,1430,265,394,441,364,491,390,515
835,643,578,497,852,765,561,406,584
365,309,260,241,361,310,201,151,234
0,2,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1432,1459,1453,909,1448,1664,840,746,1054
55,53,85,54,63,88,31,24,52
0,0,1,1,3,2,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
182,153,170,118,213,232,90,83,116
0,0,0,0,0,0,0,0,0
135,104,89,52,56,74,106,65,99
0,0,0,0,0,0,0,0,0
106,94,31,40,41,41,61,44,44
0,0,2,0,0,1,1,1,0
0,1,0,0,1,1,2,1,2
0,0,0,0,0,0,0,0,0
896,843,305,316,398,354,403,346,442
30172,19090,35117,18873,28397,36720,19972,15685,23353
13,6,20,14,17,16,16,15,9
7002,5849,5278,4823,6254,6147,5100,4350,5982
1,1,4,2,3,2,0,1,0
170,111,113,38,74,119,52,65,64
22,13,9,2,12,12,6,9,7
54,59,41,21,23,33,20,21,32
147,98,182,155,244,184,92,77,90
8,5,13,9,2,14,12,7,13
412,369,468,351,497,475,314,262,379
37,32,41,29,32,30,30,25,24
214,197,119,100,118,122,148,108,236
1035,937,842,647,1021,1054,629,411,770
1869,1428,1322,1330,1967,1578,1466,1146,1957
79,59,53,47,96,63,51,30,44
1,0,1,0,2,1,0,1,2
1,0,1,0,2,0,0,1,0
5,5,11,4,8,5,9,2,4
848,767,382,335,563,487,367,304,430
21,20,16,12,36,21,17,15,16
1409,1371,1525,1036,1679,1790,942,690,1125
1088,895,908,860,1223,1210,876,751,1111
410,390,283,228,260,286,232,176,261
7,6,6,2,1,5,1,3,3
2,3,1,6,0,5,4,3,0
0,0,0,1,0,0,1,1,0
0,0,0,0,0,0,0,0,0
546,451,389,304,366,418,299,247,392
485,392,361,225,316,387,267,191,316
335,294,221,238,336,323,252,191,326
0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0
320,326,219,174,283,283,175,152,242
95,78,24,30,44,35,46,37,63
147,157,119,57,79,153,68,58,72
397,315,316,206,289,328,283,198,318
433,397,312,209,346,340,199,166,268
573,521,483,304,546,558,293,229,348
1353,1266,763,695,918,922,716,535,830
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1599,1492,1198,899,1417,1494,988,753,1272
3,7,9,3,12,11,3,0,1
166,130,196,121,156,189,143,104,186
196,164,124,106,122,170,126,86,137
0,0,1,9,1,0,0,14,0
0,0,0,0,0,1,0,0,0
436,424,304,201,314,310,203,206,286
1642,1596,1011,938,1449,1333,755,757,1014
4,1,4,2,2,5,5,2,0
349,344,210,223,315,251,270,233,301
1979,1871,1331,1089,1709,1703,1126,996,1400
566,475,814,729,1210,1012,454,349,565
914,1009,613,486,599,650,461,352,592
1270,1335,945,623,1053,1200,672,490,826
127,92,103,73,83,114,67,34,53
491,594,932,347,764,1293,227,240,241
452,422,348,242,343,469,260,295,347
967,938,370,315,472,418,354,275,444
1879,1772,2476,2728,4627,3375,2164,1880,2613
3,3,4,14,8,15,6,2,6
24,24,5,7,10,12,4,5,13
2,6,4,4,3,3,1,1,3
45,53,49,29,52,43,21,37,34
487,455,254,171,326,328,224,144,254
6690,6759,3195,2911,3741,3750,3415,2606,3995
607,497,410,439,564,548,444,356,547
31,34,30,15,23,32,19,24,25
1261,1023,1077,884,1154,1381,901,604,1124
1,0,0,0,1,0,0,0,0
1,0,10,2,11,1,4,1,2
175,140,137,101,141,160,161,127,183
0,0,0,0,0,1,0,0,0
686,741,358,335,430,446,352,270,396
2,2,1,0,0,0,0,0,0
2406,2173,1873,1578,2562,2335,1740,1452,1999
1,0,1,0,0,1,0,0,2
11,9,7,2,2,11,2,5,3
809,688,566,372,580,763,464,328,539
0,0,0,0,0,0,1,0,0
3,0,4,8,17,11,0,2,0
0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0
709,803,116,152,176,151,235,188,272
4411,3665,3167,3124,4317,3905,3076,2344,3797
579,459,408,414,642,570,488,385,452
188,168,160,115,239,203,100,70,119
498,417,373,373,474,412,387,275,478
2,0,2,0,2,4,2,4,0
849,767,423,323,489,474,413,317,469
356,312,21,17,19,26,50,24,66
227,234,108,106,117,128,89,95,127
257,276,101,116,140,131,143,99,153
853,707,777,610,846,915,500,371,578
534,490,275,382,481,371,375,318,504
258,251,152,98,121,164,166,110,188
4,4,10,6,13,2,14,6,13
0,0,0,0,0,0,0,0,0
387,401,240,196,318,268,205,173,208
355,309,231,184,291,287,227,161,279
16,12,11,16,18,22,18,16,11
2,1,1,1,4,0,0,0,0
599,525,708,533,718,958,503,379,608
577,554,478,377,599,527,431,316,450
41,36,58,41,69,64,48,33,45
6869,5501,4530,3685,5487,5852,4680,3697,5479
12,9,16,11,9,10,12,6,8
0,0,0,0,0,0,0,0,0
674,672,330,264,313,438,306,238,429
10,2,3,2,2,7,1,3,3
210,192,52,86,91,59,129,96,161
73,40,34,30,33,25,37,22,32
128,179,127,66,91,118,107,80,111
59,56,37,20,18,52,44,42,49
117,118,100,61,66,77,73,54,80
284,226,141,105,133,123,152,120,189
850,550,369,407,685,607,792,654,883
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2468,2362,1658,1512,1768,1725,1322,968,1371
1777,1656,1057,907,1328,1340,939,786,1117
2,1,2,0,4,2,1,2,0
0,0,0,0,0,0,0,0,0
1023,833,523,558,687,668,582,506,679
970,849,640,577,736,774,557,464,705
568,286,215,127,377,343,265,249,425
1003,878,762,700,890,940,754,595,923
9,18,2,4,13,2,4,4,4
73,93,46,28,48,47,69,51,75
1233,1071,709,513,654,740,610,451,773
0,0,0,0,0,0,0,0,0
1578,1375,786,706,970,987,699,558,926
179,123,131,95,188,205,122,60,106
752,599,510,472,668,624,448,393,522
9,8,5,12,0,9,6,11,13
4,0,0,2,0,1,0,2,1
1193,1135,959,682,1083,1182,824,608,915
6,0,4,2,5,6,0,2,3
426,397,407,439,660,606,359,259,388
0,0,0,2,0,1,1,0,0
0,0,0,0,0,0,0,0,0
417,329,246,140,201,216,209,149,207
126,103,115,92,143,150,75,82,90
4339,4255,8514,1313,1476,9900,1078,993,1310
2136,2285,225,227,230,226,290,196,349
0,0,2,2,0,6,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1,2,1,0,1,0,0
42,45,48,46,96,64,42,33,48
72,80,32,36,30,23,22,28,35
8,7,0,2,4,4,4,2,4
280,285,175,166,242,209,163,130,194
362,327,276,240,320,317,208,165,210
0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
263,257,146,126,156,177,113,73,117
373,366,150,237,246,176,220,188,231
440,387,227,127,199,237,181,121,185
7,3,28,17,28,35,9,7,4
1,0,0,0,2,0,1,0,0
125,141,63,59,64,55,76,56,99
18,9,8,10,4,7,7,3,10
655,502,482,421,590,671,386,303,415
1692,1422,1476,1061,1746,2010,1018,724,1149
1816,1774,1406,925,1175,1649,968,686,1008
173,140,80,82,78,130,98,67,99
0,0,0,0,1,0,0,1,0
6,1,5,1,2,7,3,0,5
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1914,1771,1097,936,1170,1275,951,740,1031
271,263,191,256,423,325,265,239,293
28,18,12,12,24,18,19,19,25
617,572,465,423,649,606,384,324,468
1,5,9,6,11,16,13,11,13
53,53,20,39,36,17,45,43,55
269,244,313,189,280,366,176,114,198
1,2,2,9,3,2,7,5,4
3996,3662,2329,3270,5333,3203,3522,3361,4487
4,2,11,8,14,9,4,1,0
379,444,265,224,304,288,276,206,283
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3,5,8,7,7,3,8,3,5
157,172,115,63,86,92,86,75,76
0,0,0,0,0,0,0,0,0
681,694,350,288,428,450,293,265,365
1320,1332,706,631,899,894,589,485,737
702,986,235,321,392,327,375,327,455
620,601,358,302,418,438,266,214,305
1049,886,906,798,1211,1185,802,611,992
2449,1929,1994,1680,2621,2613,1759,1287,2159
1142,1106,560,324,471,528,409,273,494
41,54,107,145,156,107,207,113,180
0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0
17,16,4,16,12,4,7,16,16
12,17,12,8,6,3,7,13,5
1252,1251,127,117,130,128,168,116,220
921,843,458,467,631,551,493,383,622
623,617,139,253,203,167,307,239,389
10,8,1,1,0,4,4,3,7
0,0,0,0,0,0,0,0,0
0,0,2,1,1,0,4,2,3
0,0,0,0,0,0,0,0,0
3,0,4,1,1,1,3,0,4
96,66,84,79,123,100,121,90,142
0,0,1,1,0,0,0,0,1
385,347,230,241,307,270,279,180,384
0,0,0,0,0,0,1,1,0
537,475,363,268,405,457,280,209,325
1,1,7,2,2,4,4,3,1
703,653,478,385,530,553,422,335,542
18,17,10,3,13,16,5,1,3
2,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
4,6,2,4,4,8,9,5,5
3,3,0,2,10,9,4,2,6
2,1,3,3,7,4,8,3,4
3,1,0,2,9,6,4,1,11
259,169,171,314,535,285,271,208,289
1051,1027,726,597,951,896,658,516,739
339,302,248,133,258,275,259,184,321
141,125,110,68,101,121,95,84,120
10,9,14,9,9,4,15,17,8
858,635,684,808,1803,2191,778,608,969
1264,1074,824,733,1130,1072,726,514,824
560,407,414,274,410,498,322,235,352
93,65,125,81,85,141,104,88,126
794,594,574,856,1012,726,1012,723,1090
95,63,57,80,88,65,72,62,86
24,22,9,12,14,21,17,13,27
471,498,279,219,259,279,211,205,265
1127,1135,565,414,547,646,488,345,512
17072,18515,9950,9460,12084,10611,8660,7057,10208
779,740,613,412,645,658,435,326,484
0,1,0,0,1,0,0,0,0
329,341,73,78,100,108,101,62,77
404,381,149,127,184,165,136,107,223
0,1,0,0,0,0,0,1,1
0,2,3,1,3,1,1,0,0
2457,2334,1266,970,1455,1580,1181,949,1390
258,236,125,131,167,202,231,168,284
63,40,24,29,41,46,53,36,59
1,2,3,6,0,1,5,0,5
528,472,191,161,253,251,211,198,280
1335,1252,667,573,776,803,737,671,912
2006,1476,2084,1532,7356,7651,2300,2216,2474
131,120,105,89,113,131,103,78,131
1,0,0,0,1,0,0,0,0
1098,994,589,436,690,727,498,390,522
1249,1325,727,651,867,961,767,584,875
1146,917,934,672,912,1200,825,615,1014
215,177,186,120,198,210,160,126,229
139,96,119,81,131,136,80,53,102
0,0,0,0,0,0,0,0,0
2,0,3,0,2,1,4,0,0
235,226,204,150,214,240,109,78,134
127,141,133,89,169,131,93,65,102
563,579,343,266,386,383,306,257,368
7428,6386,7834,6714,10609,9891,5721,4527,7122
